user_id,timestamp,stage,device,source
14,2025-12-29 00:47:55.990464,Homepage,Mobile,Paid_Ads
15,2025-12-28 14:59:55.990464,Homepage,Tablet,Organic
15,2025-12-28 15:01:55.990464,Product_Page,Tablet,Organic
15,2025-12-28 15:11:55.990464,Cart,Tablet,Organic
16,2025-12-25 21:08:55.990464,Homepage,Desktop,Paid_Ads
17,2025-12-24 15:01:55.990464,Homepage,Desktop,Email
17,2025-12-24 15:06:55.990464,Product_Page,Desktop,Email
17,2025-12-24 15:16:55.990464,Cart,Desktop,Email
17,2025-12-24 15:18:55.990464,Checkout,Desktop,Email
17,2025-12-24 15:20:55.990464,Purchase,Desktop,Email
18,2025-12-27 06:48:55.990464,Homepage,Desktop,Organic
18,2025-12-27 06:50:55.990464,Product_Page,Desktop,Organic
19,2025-12-28 19:18:55.990464,Homepage,Desktop,Social_Media
19,2025-12-28 19:19:55.990464,Product_Page,Desktop,Social_Media
19,2025-12-28 19:24:55.990464,Cart,Desktop,Social_Media
20,2025-12-23 21:56:55.990464,Homepage,Mobile,Paid_Ads
20,2025-12-23 21:57:55.990464,Product_Page,Mobile,Paid_Ads
20,2025-12-23 22:03:55.990464,Cart,Mobile,Paid_Ads
20,2025-12-23 22:06:55.990464,Checkout,Mobile,Paid_Ads
20,2025-12-23 22:07:55.990464,Purchase,Mobile,Paid_Ads
21,2025-12-23 21:54:55.990464,Homepage,Mobile,Paid_Ads
21,2025-12-23 21:59:55.990464,Product_Page,Mobile,Paid_Ads
21,2025-12-23 22:09:55.990464,Cart,Mobile,Paid_Ads
22,2025-12-25 20:03:55.990464,Homepage,Desktop,Paid_Ads
22,2025-12-25 20:04:55.990464,Product_Page,Desktop,Paid_Ads
23,2025-12-23 09:49:55.990464,Homepage,Desktop,Email
23,2025-12-23 09:53:55.990464,Product_Page,Desktop,Email
24,2025-12-27 01:59:55.990464,Homepage,Desktop,Paid_Ads
25,2025-12-28 10:41:55.990464,Homepage,Tablet,Social_Media
25,2025-12-28 10:46:55.990464,Product_Page,Tablet,Social_Media
25,2025-12-28 10:53:55.990464,Cart,Tablet,Social_Media
25,2025-12-28 10:57:55.990464,Checkout,Tablet,Social_Media
25,2025-12-28 10:59:55.990464,Purchase,Tablet,Social_Media
26,2025-12-24 11:47:55.990464,Homepage,Desktop,Social_Media
26,2025-12-24 11:51:55.990464,Product_Page,Desktop,Social_Media
26,2025-12-24 11:55:55.990464,Cart,Desktop,Social_Media
26,2025-12-24 11:56:55.990464,Checkout,Desktop,Social_Media
26,2025-12-24 11:59:55.990464,Purchase,Desktop,Social_Media
27,2025-12-27 04:39:55.990464,Homepage,Mobile,Organic
27,2025-12-27 04:41:55.990464,Product_Page,Mobile,Organic
27,2025-12-27 04:49:55.990464,Cart,Mobile,Organic
28,2025-12-28 10:15:55.990464,Homepage,Desktop,Organic
28,2025-12-28 10:20:55.990464,Product_Page,Desktop,Organic
28,2025-12-28 10:30:55.990464,Cart,Desktop,Organic
28,2025-12-28 10:32:55.990464,Checkout,Desktop,Organic
28,2025-12-28 10:33:55.990464,Purchase,Desktop,Organic
29,2025-12-27 01:45:55.990464,Homepage,Mobile,Paid_Ads
29,2025-12-27 01:47:55.990464,Product_Page,Mobile,Paid_Ads
29,2025-12-27 01:51:55.990464,Cart,Mobile,Paid_Ads
29,2025-12-27 01:52:55.990464,Checkout,Mobile,Paid_Ads
29,2025-12-27 01:55:55.990464,Purchase,Mobile,Paid_Ads
30,2025-12-23 10:18:55.990464,Homepage,Mobile,Email
30,2025-12-23 10:20:55.990464,Product_Page,Mobile,Email
30,2025-12-23 10:23:55.990464,Cart,Mobile,Email
31,2025-12-25 18:33:55.990464,Homepage,Desktop,Paid_Ads
32,2025-12-22 16:40:55.990464,Homepage,Desktop,Email
32,2025-12-22 16:43:55.990464,Product_Page,Desktop,Email
32,2025-12-22 16:46:55.990464,Cart,Desktop,Email
33,2025-12-28 10:36:55.990464,Homepage,Desktop,Paid_Ads
33,2025-12-28 10:37:55.990464,Product_Page,Desktop,Paid_Ads
33,2025-12-28 10:39:55.990464,Cart,Desktop,Paid_Ads
34,2025-12-25 19:23:55.990464,Homepage,Mobile,Email
34,2025-12-25 19:28:55.990464,Product_Page,Mobile,Email
34,2025-12-25 19:34:55.990464,Cart,Mobile,Email
35,2025-12-23 13:44:55.990464,Homepage,Desktop,Paid_Ads
35,2025-12-23 13:49:55.990464,Product_Page,Desktop,Paid_Ads
35,2025-12-23 13:59:55.990464,Cart,Desktop,Paid_Ads
35,2025-12-23 14:00:55.990464,Checkout,Desktop,Paid_Ads
35,2025-12-23 14:01:55.990464,Purchase,Desktop,Paid_Ads
36,2025-12-28 06:10:55.990464,Homepage,Desktop,Organic
36,2025-12-28 06:14:55.990464,Product_Page,Desktop,Organic
37,2025-12-24 15:39:55.990464,Homepage,Mobile,Paid_Ads
38,2025-12-24 02:28:55.990464,Homepage,Desktop,Social_Media
38,2025-12-24 02:33:55.990464,Product_Page,Desktop,Social_Media
39,2025-12-25 15:58:55.990464,Homepage,Mobile,Social_Media
39,2025-12-25 15:59:55.990464,Product_Page,Mobile,Social_Media
40,2025-12-25 02:24:55.990464,Homepage,Desktop,Social_Media
40,2025-12-25 02:26:55.990464,Product_Page,Desktop,Social_Media
40,2025-12-25 02:31:55.990464,Cart,Desktop,Social_Media
40,2025-12-25 02:35:55.990464,Checkout,Desktop,Social_Media
40,2025-12-25 02:36:55.990464,Purchase,Desktop,Social_Media
41,2025-12-23 15:33:55.990464,Homepage,Desktop,Social_Media
41,2025-12-23 15:37:55.990464,Product_Page,Desktop,Social_Media
42,2025-12-25 03:53:55.990464,Homepage,Desktop,Paid_Ads
43,2025-12-29 05:55:55.990464,Homepage,Tablet,Organic
44,2025-12-26 20:26:55.990464,Homepage,Mobile,Organic
44,2025-12-26 20:29:55.990464,Product_Page,Mobile,Organic
44,2025-12-26 20:35:55.990464,Cart,Mobile,Organic
45,2025-12-27 21:33:55.990464,Homepage,Tablet,Paid_Ads
46,2025-12-27 13:47:55.990464,Homepage,Tablet,Social_Media
46,2025-12-27 13:50:55.990464,Product_Page,Tablet,Social_Media
47,2025-12-25 05:10:55.990464,Homepage,Tablet,Organic
48,2025-12-28 16:36:55.990464,Homepage,Desktop,Paid_Ads
49,2025-12-28 23:09:55.990464,Homepage,Tablet,Email
49,2025-12-28 23:14:55.990464,Product_Page,Tablet,Email
50,2025-12-23 00:09:55.990464,Homepage,Desktop,Organic
51,2025-12-24 21:28:55.990464,Homepage,Mobile,Paid_Ads
52,2025-12-27 16:27:55.990464,Homepage,Mobile,Paid_Ads
53,2025-12-28 01:17:55.990464,Homepage,Desktop,Paid_Ads
54,2025-12-25 14:05:55.990464,Homepage,Mobile,Organic
54,2025-12-25 14:10:55.990464,Product_Page,Mobile,Organic
54,2025-12-25 14:17:55.990464,Cart,Mobile,Organic
54,2025-12-25 14:18:55.990464,Checkout,Mobile,Organic
55,2025-12-25 05:22:55.990464,Homepage,Desktop,Paid_Ads
55,2025-12-25 05:25:55.990464,Product_Page,Desktop,Paid_Ads
55,2025-12-25 05:29:55.990464,Cart,Desktop,Paid_Ads
55,2025-12-25 05:34:55.990464,Checkout,Desktop,Paid_Ads
55,2025-12-25 05:35:55.990464,Purchase,Desktop,Paid_Ads
56,2025-12-26 17:34:55.990464,Homepage,Mobile,Organic
57,2025-12-26 14:02:55.990464,Homepage,Mobile,Organic
58,2025-12-25 20:32:55.990464,Homepage,Desktop,Organic
58,2025-12-25 20:36:55.990464,Product_Page,Desktop,Organic
59,2025-12-24 07:19:55.990464,Homepage,Mobile,Paid_Ads
59,2025-12-24 07:21:55.990464,Product_Page,Mobile,Paid_Ads
60,2025-12-26 15:46:55.990464,Homepage,Desktop,Paid_Ads
60,2025-12-26 15:50:55.990464,Product_Page,Desktop,Paid_Ads
61,2025-12-25 10:37:55.990464,Homepage,Mobile,Social_Media
61,2025-12-25 10:42:55.990464,Product_Page,Mobile,Social_Media
62,2025-12-25 11:56:55.990464,Homepage,Desktop,Social_Media
62,2025-12-25 11:59:55.990464,Product_Page,Desktop,Social_Media
63,2025-12-23 14:47:55.990464,Homepage,Tablet,Social_Media
63,2025-12-23 14:48:55.990464,Product_Page,Tablet,Social_Media
63,2025-12-23 14:56:55.990464,Cart,Tablet,Social_Media
63,2025-12-23 15:01:55.990464,Checkout,Tablet,Social_Media
63,2025-12-23 15:02:55.990464,Purchase,Tablet,Social_Media
64,2025-12-25 16:28:55.990464,Homepage,Mobile,Email
65,2025-12-25 20:16:55.990464,Homepage,Desktop,Organic
66,2025-12-29 03:14:55.990464,Homepage,Mobile,Organic
66,2025-12-29 03:18:55.990464,Product_Page,Mobile,Organic
67,2025-12-25 07:14:55.990464,Homepage,Desktop,Organic
67,2025-12-25 07:17:55.990464,Product_Page,Desktop,Organic
68,2025-12-26 05:57:55.990464,Homepage,Desktop,Organic
68,2025-12-26 06:02:55.990464,Product_Page,Desktop,Organic
68,2025-12-26 06:06:55.990464,Cart,Desktop,Organic
69,2025-12-22 16:35:55.990464,Homepage,Desktop,Paid_Ads
70,2025-12-27 00:48:55.990464,Homepage,Desktop,Organic
70,2025-12-27 00:49:55.990464,Product_Page,Desktop,Organic
71,2025-12-25 17:22:55.990464,Homepage,Mobile,Paid_Ads
71,2025-12-25 17:27:55.990464,Product_Page,Mobile,Paid_Ads
72,2025-12-23 07:05:55.990464,Homepage,Desktop,Paid_Ads
73,2025-12-28 15:49:55.990464,Homepage,Desktop,Email
73,2025-12-28 15:53:55.990464,Product_Page,Desktop,Email
74,2025-12-26 11:43:55.990464,Homepage,Desktop,Paid_Ads
74,2025-12-26 11:47:55.990464,Product_Page,Desktop,Paid_Ads
75,2025-12-22 12:51:55.990464,Homepage,Desktop,Paid_Ads
75,2025-12-22 12:55:55.990464,Product_Page,Desktop,Paid_Ads
76,2025-12-22 13:04:55.990464,Homepage,Desktop,Organic
76,2025-12-22 13:09:55.990464,Product_Page,Desktop,Organic
77,2025-12-27 16:02:55.990464,Homepage,Desktop,Organic
77,2025-12-27 16:04:55.990464,Product_Page,Desktop,Organic
77,2025-12-27 16:11:55.990464,Cart,Desktop,Organic
77,2025-12-27 16:14:55.990464,Checkout,Desktop,Organic
77,2025-12-27 16:16:55.990464,Purchase,Desktop,Organic
78,2025-12-22 22:59:55.990464,Homepage,Desktop,Paid_Ads
79,2025-12-26 09:04:55.990464,Homepage,Mobile,Social_Media
79,2025-12-26 09:05:55.990464,Product_Page,Mobile,Social_Media
79,2025-12-26 09:14:55.990464,Cart,Mobile,Social_Media
80,2025-12-23 06:50:55.990464,Homepage,Mobile,Organic
80,2025-12-23 06:54:55.990464,Product_Page,Mobile,Organic
80,2025-12-23 06:58:55.990464,Cart,Mobile,Organic
80,2025-12-23 07:03:55.990464,Checkout,Mobile,Organic
81,2025-12-23 00:33:55.990464,Homepage,Mobile,Paid_Ads
81,2025-12-23 00:35:55.990464,Product_Page,Mobile,Paid_Ads
81,2025-12-23 00:44:55.990464,Cart,Mobile,Paid_Ads
82,2025-12-28 19:35:55.990464,Homepage,Mobile,Organic
82,2025-12-28 19:38:55.990464,Product_Page,Mobile,Organic
83,2025-12-26 12:33:55.990464,Homepage,Mobile,Organic
83,2025-12-26 12:35:55.990464,Product_Page,Mobile,Organic
84,2025-12-24 17:02:55.990464,Homepage,Mobile,Social_Media
84,2025-12-24 17:07:55.990464,Product_Page,Mobile,Social_Media
84,2025-12-24 17:14:55.990464,Cart,Mobile,Social_Media
84,2025-12-24 17:17:55.990464,Checkout,Mobile,Social_Media
84,2025-12-24 17:20:55.990464,Purchase,Mobile,Social_Media
85,2025-12-22 19:27:55.990464,Homepage,Mobile,Paid_Ads
86,2025-12-27 19:08:55.990464,Homepage,Desktop,Paid_Ads
86,2025-12-27 19:10:55.990464,Product_Page,Desktop,Paid_Ads
87,2025-12-24 11:32:55.990464,Homepage,Mobile,Social_Media
87,2025-12-24 11:35:55.990464,Product_Page,Mobile,Social_Media
87,2025-12-24 11:41:55.990464,Cart,Mobile,Social_Media
88,2025-12-24 20:15:55.990464,Homepage,Mobile,Organic
88,2025-12-24 20:20:55.990464,Product_Page,Mobile,Organic
89,2025-12-23 09:45:55.990464,Homepage,Mobile,Paid_Ads
89,2025-12-23 09:50:55.990464,Product_Page,Mobile,Paid_Ads
90,2025-12-28 12:02:55.990464,Homepage,Tablet,Email
90,2025-12-28 12:07:55.990464,Product_Page,Tablet,Email
91,2025-12-24 18:16:55.990464,Homepage,Desktop,Paid_Ads
92,2025-12-25 10:11:55.990464,Homepage,Desktop,Paid_Ads
92,2025-12-25 10:15:55.990464,Product_Page,Desktop,Paid_Ads
92,2025-12-25 10:25:55.990464,Cart,Desktop,Paid_Ads
92,2025-12-25 10:29:55.990464,Checkout,Desktop,Paid_Ads
92,2025-12-25 10:30:55.990464,Purchase,Desktop,Paid_Ads
93,2025-12-22 15:38:55.990464,Homepage,Desktop,Paid_Ads
93,2025-12-22 15:41:55.990464,Product_Page,Desktop,Paid_Ads
94,2025-12-26 19:29:55.990464,Homepage,Desktop,Email
94,2025-12-26 19:32:55.990464,Product_Page,Desktop,Email
94,2025-12-26 19:37:55.990464,Cart,Desktop,Email
95,2025-12-25 14:43:55.990464,Homepage,Desktop,Paid_Ads
96,2025-12-24 02:22:55.990464,Homepage,Desktop,Organic
97,2025-12-27 22:29:55.990464,Homepage,Tablet,Email
97,2025-12-27 22:32:55.990464,Product_Page,Tablet,Email
98,2025-12-28 01:47:55.990464,Homepage,Mobile,Paid_Ads
98,2025-12-28 01:51:55.990464,Product_Page,Mobile,Paid_Ads
98,2025-12-28 01:53:55.990464,Cart,Mobile,Paid_Ads
98,2025-12-28 01:58:55.990464,Checkout,Mobile,Paid_Ads
98,2025-12-28 01:59:55.990464,Purchase,Mobile,Paid_Ads
99,2025-12-28 02:57:55.990464,Homepage,Desktop,Paid_Ads
99,2025-12-28 03:00:55.990464,Product_Page,Desktop,Paid_Ads
99,2025-12-28 03:05:55.990464,Cart,Desktop,Paid_Ads
99,2025-12-28 03:08:55.990464,Checkout,Desktop,Paid_Ads
99,2025-12-28 03:09:55.990464,Purchase,Desktop,Paid_Ads
100,2025-12-28 05:33:55.990464,Homepage,Desktop,Paid_Ads
101,2025-12-25 18:06:55.990464,Homepage,Mobile,Paid_Ads
101,2025-12-25 18:10:55.990464,Product_Page,Mobile,Paid_Ads
101,2025-12-25 18:18:55.990464,Cart,Mobile,Paid_Ads
102,2025-12-28 23:22:55.990464,Homepage,Desktop,Organic
102,2025-12-28 23:27:55.990464,Product_Page,Desktop,Organic
103,2025-12-26 13:31:55.990464,Homepage,Mobile,Social_Media
104,2025-12-23 18:05:55.990464,Homepage,Mobile,Social_Media
104,2025-12-23 18:07:55.990464,Product_Page,Mobile,Social_Media
104,2025-12-23 18:15:55.990464,Cart,Mobile,Social_Media
105,2025-12-27 13:05:55.990464,Homepage,Mobile,Social_Media
105,2025-12-27 13:08:55.990464,Product_Page,Mobile,Social_Media
105,2025-12-27 13:16:55.990464,Cart,Mobile,Social_Media
105,2025-12-27 13:17:55.990464,Checkout,Mobile,Social_Media
105,2025-12-27 13:20:55.990464,Purchase,Mobile,Social_Media
106,2025-12-25 00:53:55.990464,Homepage,Mobile,Organic
107,2025-12-25 06:37:55.990464,Homepage,Desktop,Organic
107,2025-12-25 06:39:55.990464,Product_Page,Desktop,Organic
108,2025-12-24 09:14:55.990464,Homepage,Mobile,Organic
108,2025-12-24 09:15:55.990464,Product_Page,Mobile,Organic
109,2025-12-27 14:59:55.990464,Homepage,Tablet,Paid_Ads
110,2025-12-23 09:38:55.990464,Homepage,Mobile,Social_Media
110,2025-12-23 09:40:55.990464,Product_Page,Mobile,Social_Media
111,2025-12-24 15:26:55.990464,Homepage,Mobile,Email
111,2025-12-24 15:28:55.990464,Product_Page,Mobile,Email
112,2025-12-24 08:03:55.990464,Homepage,Desktop,Social_Media
112,2025-12-24 08:08:55.990464,Product_Page,Desktop,Social_Media
113,2025-12-23 12:07:55.990464,Homepage,Mobile,Paid_Ads
113,2025-12-23 12:09:55.990464,Product_Page,Mobile,Paid_Ads
113,2025-12-23 12:19:55.990464,Cart,Mobile,Paid_Ads
113,2025-12-23 12:21:55.990464,Checkout,Mobile,Paid_Ads
114,2025-12-29 04:19:55.990464,Homepage,Mobile,Paid_Ads
114,2025-12-29 04:22:55.990464,Product_Page,Mobile,Paid_Ads
114,2025-12-29 04:25:55.990464,Cart,Mobile,Paid_Ads
114,2025-12-29 04:28:55.990464,Checkout,Mobile,Paid_Ads
114,2025-12-29 04:31:55.990464,Purchase,Mobile,Paid_Ads
115,2025-12-27 04:20:55.990464,Homepage,Tablet,Paid_Ads
115,2025-12-27 04:22:55.990464,Product_Page,Tablet,Paid_Ads
115,2025-12-27 04:26:55.990464,Cart,Tablet,Paid_Ads
115,2025-12-27 04:29:55.990464,Checkout,Tablet,Paid_Ads
115,2025-12-27 04:32:55.990464,Purchase,Tablet,Paid_Ads
116,2025-12-22 22:43:55.990464,Homepage,Mobile,Email
116,2025-12-22 22:46:55.990464,Product_Page,Mobile,Email
116,2025-12-22 22:53:55.990464,Cart,Mobile,Email
117,2025-12-22 13:39:55.990464,Homepage,Desktop,Paid_Ads
117,2025-12-22 13:44:55.990464,Product_Page,Desktop,Paid_Ads
117,2025-12-22 13:51:55.990464,Cart,Desktop,Paid_Ads
117,2025-12-22 13:56:55.990464,Checkout,Desktop,Paid_Ads
117,2025-12-22 13:58:55.990464,Purchase,Desktop,Paid_Ads
118,2025-12-25 09:00:55.990464,Homepage,Desktop,Paid_Ads
118,2025-12-25 09:03:55.990464,Product_Page,Desktop,Paid_Ads
119,2025-12-23 18:34:55.990464,Homepage,Mobile,Paid_Ads
119,2025-12-23 18:37:55.990464,Product_Page,Mobile,Paid_Ads
120,2025-12-24 15:31:55.990464,Homepage,Desktop,Paid_Ads
120,2025-12-24 15:36:55.990464,Product_Page,Desktop,Paid_Ads
121,2025-12-23 05:35:55.990464,Homepage,Tablet,Email
121,2025-12-23 05:36:55.990464,Product_Page,Tablet,Email
121,2025-12-23 05:39:55.990464,Cart,Tablet,Email
121,2025-12-23 05:41:55.990464,Checkout,Tablet,Email
121,2025-12-23 05:42:55.990464,Purchase,Tablet,Email
122,2025-12-25 12:35:55.990464,Homepage,Mobile,Organic
123,2025-12-26 02:25:55.990464,Homepage,Desktop,Paid_Ads
123,2025-12-26 02:30:55.990464,Product_Page,Desktop,Paid_Ads
123,2025-12-26 02:40:55.990464,Cart,Desktop,Paid_Ads
124,2025-12-22 14:06:55.990464,Homepage,Desktop,Email
124,2025-12-22 14:10:55.990464,Product_Page,Desktop,Email
125,2025-12-27 21:48:55.990464,Homepage,Tablet,Paid_Ads
125,2025-12-27 21:51:55.990464,Product_Page,Tablet,Paid_Ads
125,2025-12-27 22:01:55.990464,Cart,Tablet,Paid_Ads
126,2025-12-27 16:03:55.990464,Homepage,Desktop,Social_Media
126,2025-12-27 16:08:55.990464,Product_Page,Desktop,Social_Media
127,2025-12-27 09:45:55.990464,Homepage,Mobile,Paid_Ads
127,2025-12-27 09:47:55.990464,Product_Page,Mobile,Paid_Ads
128,2025-12-28 15:59:55.990464,Homepage,Desktop,Paid_Ads
128,2025-12-28 16:01:55.990464,Product_Page,Desktop,Paid_Ads
129,2025-12-23 08:46:55.990464,Homepage,Desktop,Paid_Ads
129,2025-12-23 08:51:55.990464,Product_Page,Desktop,Paid_Ads
130,2025-12-27 09:23:55.990464,Homepage,Desktop,Paid_Ads
130,2025-12-27 09:25:55.990464,Product_Page,Desktop,Paid_Ads
131,2025-12-26 21:55:55.990464,Homepage,Desktop,Organic
131,2025-12-26 22:00:55.990464,Product_Page,Desktop,Organic
131,2025-12-26 22:06:55.990464,Cart,Desktop,Organic
131,2025-12-26 22:08:55.990464,Checkout,Desktop,Organic
131,2025-12-26 22:10:55.990464,Purchase,Desktop,Organic
132,2025-12-28 10:32:55.990464,Homepage,Mobile,Social_Media
132,2025-12-28 10:36:55.990464,Product_Page,Mobile,Social_Media
133,2025-12-28 01:57:55.990464,Homepage,Desktop,Paid_Ads
133,2025-12-28 02:01:55.990464,Product_Page,Desktop,Paid_Ads
133,2025-12-28 02:09:55.990464,Cart,Desktop,Paid_Ads
134,2025-12-24 18:06:55.990464,Homepage,Desktop,Social_Media
134,2025-12-24 18:10:55.990464,Product_Page,Desktop,Social_Media
135,2025-12-27 14:45:55.990464,Homepage,Mobile,Organic
135,2025-12-27 14:49:55.990464,Product_Page,Mobile,Organic
136,2025-12-24 15:06:55.990464,Homepage,Mobile,Paid_Ads
137,2025-12-29 03:40:55.990464,Homepage,Desktop,Organic
137,2025-12-29 03:45:55.990464,Product_Page,Desktop,Organic
137,2025-12-29 03:53:55.990464,Cart,Desktop,Organic
137,2025-12-29 03:58:55.990464,Checkout,Desktop,Organic
138,2025-12-25 00:05:55.990464,Homepage,Mobile,Organic
139,2025-12-25 19:56:55.990464,Homepage,Mobile,Email
139,2025-12-25 19:58:55.990464,Product_Page,Mobile,Email
140,2025-12-27 21:31:55.990464,Homepage,Tablet,Organic
141,2025-12-22 17:54:55.990464,Homepage,Mobile,Paid_Ads
141,2025-12-22 17:59:55.990464,Product_Page,Mobile,Paid_Ads
141,2025-12-22 18:03:55.990464,Cart,Mobile,Paid_Ads
141,2025-12-22 18:05:55.990464,Checkout,Mobile,Paid_Ads
141,2025-12-22 18:07:55.990464,Purchase,Mobile,Paid_Ads
142,2025-12-22 13:30:55.990464,Homepage,Desktop,Organic
143,2025-12-25 07:15:55.990464,Homepage,Mobile,Social_Media
143,2025-12-25 07:20:55.990464,Product_Page,Mobile,Social_Media
143,2025-12-25 07:22:55.990464,Cart,Mobile,Social_Media
144,2025-12-26 02:27:55.990464,Homepage,Tablet,Organic
144,2025-12-26 02:30:55.990464,Product_Page,Tablet,Organic
145,2025-12-24 11:40:55.990464,Homepage,Desktop,Organic
145,2025-12-24 11:42:55.990464,Product_Page,Desktop,Organic
146,2025-12-23 23:24:55.990464,Homepage,Desktop,Social_Media
146,2025-12-23 23:28:55.990464,Product_Page,Desktop,Social_Media
147,2025-12-24 16:01:55.990464,Homepage,Tablet,Paid_Ads
147,2025-12-24 16:05:55.990464,Product_Page,Tablet,Paid_Ads
147,2025-12-24 16:07:55.990464,Cart,Tablet,Paid_Ads
147,2025-12-24 16:08:55.990464,Checkout,Tablet,Paid_Ads
147,2025-12-24 16:09:55.990464,Purchase,Tablet,Paid_Ads
148,2025-12-26 10:28:55.990464,Homepage,Mobile,Social_Media
148,2025-12-26 10:33:55.990464,Product_Page,Mobile,Social_Media
149,2025-12-27 22:35:55.990464,Homepage,Desktop,Paid_Ads
149,2025-12-27 22:39:55.990464,Product_Page,Desktop,Paid_Ads
150,2025-12-26 10:40:55.990464,Homepage,Tablet,Paid_Ads
150,2025-12-26 10:44:55.990464,Product_Page,Tablet,Paid_Ads
151,2025-12-28 15:23:55.990464,Homepage,Desktop,Organic
151,2025-12-28 15:25:55.990464,Product_Page,Desktop,Organic
151,2025-12-28 15:33:55.990464,Cart,Desktop,Organic
151,2025-12-28 15:36:55.990464,Checkout,Desktop,Organic
151,2025-12-28 15:37:55.990464,Purchase,Desktop,Organic
152,2025-12-28 10:37:55.990464,Homepage,Desktop,Organic
153,2025-12-25 16:10:55.990464,Homepage,Desktop,Organic
153,2025-12-25 16:15:55.990464,Product_Page,Desktop,Organic
154,2025-12-26 22:58:55.990464,Homepage,Desktop,Paid_Ads
154,2025-12-26 23:02:55.990464,Product_Page,Desktop,Paid_Ads
155,2025-12-22 21:36:55.990464,Homepage,Desktop,Paid_Ads
156,2025-12-28 19:04:55.990464,Homepage,Mobile,Organic
157,2025-12-24 01:02:55.990464,Homepage,Desktop,Social_Media
157,2025-12-24 01:03:55.990464,Product_Page,Desktop,Social_Media
157,2025-12-24 01:07:55.990464,Cart,Desktop,Social_Media
158,2025-12-25 11:39:55.990464,Homepage,Desktop,Social_Media
159,2025-12-26 19:34:55.990464,Homepage,Desktop,Organic
160,2025-12-22 23:52:55.990464,Homepage,Mobile,Organic
160,2025-12-22 23:54:55.990464,Product_Page,Mobile,Organic
161,2025-12-27 14:52:55.990464,Homepage,Desktop,Organic
162,2025-12-24 16:40:55.990464,Homepage,Desktop,Paid_Ads
162,2025-12-24 16:43:55.990464,Product_Page,Desktop,Paid_Ads
162,2025-12-24 16:47:55.990464,Cart,Desktop,Paid_Ads
162,2025-12-24 16:50:55.990464,Checkout,Desktop,Paid_Ads
162,2025-12-24 16:51:55.990464,Purchase,Desktop,Paid_Ads
163,2025-12-25 04:09:55.990464,Homepage,Desktop,Social_Media
163,2025-12-25 04:10:55.990464,Product_Page,Desktop,Social_Media
163,2025-12-25 04:12:55.990464,Cart,Desktop,Social_Media
163,2025-12-25 04:14:55.990464,Checkout,Desktop,Social_Media
163,2025-12-25 04:17:55.990464,Purchase,Desktop,Social_Media
164,2025-12-29 02:16:55.990464,Homepage,Desktop,Paid_Ads
165,2025-12-25 13:19:55.990464,Homepage,Mobile,Paid_Ads
165,2025-12-25 13:23:55.990464,Product_Page,Mobile,Paid_Ads
165,2025-12-25 13:31:55.990464,Cart,Mobile,Paid_Ads
166,2025-12-29 07:43:55.990464,Homepage,Desktop,Email
166,2025-12-29 07:46:55.990464,Product_Page,Desktop,Email
166,2025-12-29 07:54:55.990464,Cart,Desktop,Email
166,2025-12-29 07:58:55.990464,Checkout,Desktop,Email
166,2025-12-29 08:00:55.990464,Purchase,Desktop,Email
